Forest_Area_ha,Tree_Cover_Loss_ha,Annual_Rainfall_mm,Population_Density,Fire_Incidents,Deforestation_Risk,Illegal_Logging_Flag,Year,Month,Day,Region_Central,Region_Eastern,Region_Northern,Region_Western,District_Gulu,District_Kabale,District_Mbale,District_Mbarara,District_Mukono,District_Wakiso,Forest_Type_Dry Forest,Forest_Type_Mangrove,Forest_Type_Montane Forest,Forest_Type_Plantation,Forest_Type_Tropical Rainforest,Forest_Type_Woodland
3403.87,6.45,1910.5,829.0,24,1,0.0,2024.0,7.0,30.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8607.46,112.19,1525.8,46.0,23,2,0.0,2024.0,12.0,25.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
453.67,11.33,944.3,818.0,2,1,1.0,2023.0,6.0,18.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3049.02,75.56,1507.1,886.0,25,0,1.0,2024.0,9.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
546.34,25.04,2147.7,668.0,17,0,1.0,2024.0,5.0,7.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6727.08,40.87,1253.2,508.0,17,0,1.0,2024.0,11.0,20.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
701.0,45.67,2285.3,726.0,0,1,1.0,2022.0,4.0,21.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8376.06,385.93,866.8,751.0,11,0,0.0,2023.0,11.0,30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6956.04,186.28,1765.5,46.0,6,2,0.0,2024.0,8.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9238.83,403.73,1284.5,612.0,1,0,0.0,2023.0,1.0,12.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1967.99,111.09,855.2,307.0,25,2,0.0,2023.0,9.0,27.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8495.36,85.61,1118.9,165.0,10,1,1.0,2024.0,4.0,16.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7920.18,183.26,2422.8,412.0,22,0,1.0,2021.0,4.0,16.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5798.49,368.74,2356.6,284.0,21,0,0.0,2022.0,10.0,25.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6255.4,244.95,1040.6,46.0,3,2,1.0,2023.0,4.0,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2481.91,194.05,1559.8,658.0,10,2,0.0,2024.0,6.0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4358.09,331.4,2246.4,415.0,12,0,0.0,2022.0,5.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4747.26,356.9,1860.7,127.0,21,0,0.0,2024.0,7.0,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
893.21,64.13,1128.4,369.0,8,1,1.0,2022.0,8.0,10.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8816.28,144.98,2162.1,447.0,10,2,0.0,2022.0,11.0,21.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9992.51,398.52,2175.1,234.0,20,0,0.0,2024.0,12.0,25.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4588.61,312.71,1376.6,103.0,4,0,0.0,2023.0,7.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
971.93,15.2,882.6,522.0,19,1,0.0,2022.0,3.0,23.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6596.66,185.13,1616.7,255.0,9,2,0.0,2023.0,8.0,16.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8911.76,662.65,2120.7,793.0,14,0,1.0,2024.0,8.0,14.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
9470.32,133.08,1715.0,615.0,22,2,0.0,2021.0,8.0,16.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8275.11,10.72,1407.1,322.0,13,0,1.0,2023.0,10.0,3.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1804.3,13.34,1419.9,457.0,17,1,0.0,2024.0,6.0,27.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4925.83,96.29,1168.6,799.0,1,1,0.0,2022.0,1.0,29.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6989.68,82.92,1948.1,462.0,3,1,0.0,2023.0,12.0,10.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
9778.45,426.49,2196.7,570.0,1,0,0.0,2021.0,1.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4731.66,301.49,1595.4,129.0,13,0,0.0,2021.0,4.0,22.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8169.42,559.1,1077.4,558.0,10,0,1.0,2024.0,5.0,19.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2947.71,132.95,2055.3,662.0,19,2,0.0,2024.0,1.0,20.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9879.0,557.96,1029.6,349.0,12,0,0.0,2022.0,3.0,18.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3895.72,147.23,2197.0,637.0,11,0,1.0,2021.0,3.0,9.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
764.4,43.85,1448.5,798.0,24,0,1.0,2021.0,5.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9455.64,469.69,1189.5,422.0,13,0,0.0,2024.0,11.0,10.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2389.59,80.5,780.8,583.0,11,0,1.0,2023.0,10.0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
8271.97,24.61,1163.6,532.0,18,1,0.0,2023.0,8.0,28.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4622.99,248.4,1416.2,741.0,3,2,1.0,2022.0,10.0,20.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2390.35,85.64,1763.7,240.0,18,0,1.0,2024.0,2.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7637.79,118.85,1011.1,118.0,4,2,1.0,2022.0,10.0,23.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
705.35,34.75,930.5,106.0,14,0,1.0,2023.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8213.63,489.9,1224.9,887.0,18,0,0.0,2022.0,8.0,30.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3542.78,162.57,1373.1,872.0,4,2,1.0,2023.0,6.0,20.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7192.06,255.23,1409.8,123.0,23,2,0.0,2022.0,5.0,18.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2067.17,5.01,1463.7,844.0,12,1,0.0,2021.0,7.0,15.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3432.92,235.87,2111.5,250.0,18,0,1.0,2023.0,5.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3843.69,56.25,1491.7,865.0,0,1,0.0,2024.0,9.0,12.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4772.61,171.92,2318.7,287.0,11,0,1.0,2021.0,12.0,24.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
966.91,17.75,1250.1,454.0,24,0,1.0,2024.0,5.0,23.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4308.12,271.05,1296.6,549.0,12,2,0.0,2021.0,1.0,8.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7440.88,372.56,1650.1,207.0,22,0,0.0,2022.0,9.0,9.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1790.46,126.71,1183.3,819.0,22,2,0.0,2023.0,9.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
9154.66,160.36,776.0,614.0,22,2,0.0,2022.0,2.0,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9366.05,504.61,1322.2,792.0,14,0,1.0,2022.0,5.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7191.71,463.94,2425.2,694.0,24,0,0.0,2022.0,7.0,19.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3507.49,265.42,1284.2,112.0,3,2,0.0,2022.0,9.0,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8477.66,655.82,772.3,838.0,2,0,0.0,2023.0,11.0,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7035.66,475.27,1192.4,238.0,24,0,0.0,2021.0,12.0,15.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
8918.12,171.19,1280.7,611.0,22,0,1.0,2021.0,6.0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2630.43,175.0,847.5,410.0,19,2,0.0,2024.0,9.0,23.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7642.63,415.06,1119.5,883.0,19,0,0.0,2022.0,9.0,11.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1342.41,38.49,1935.0,435.0,10,1,0.0,2023.0,3.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4059.83,189.43,1017.7,699.0,1,2,1.0,2021.0,2.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8499.92,409.94,1835.4,397.0,13,0,0.0,2023.0,9.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8553.45,663.95,1108.8,214.0,12,0,1.0,2023.0,9.0,26.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
285.09,11.75,2017.4,717.0,15,1,0.0,2021.0,12.0,19.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2584.29,154.38,1076.3,269.0,12,0,1.0,2023.0,10.0,27.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4865.0,103.89,1095.9,747.0,0,2,0.0,2023.0,8.0,17.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3444.08,207.23,1078.3,400.0,8,2,0.0,2024.0,7.0,20.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5879.58,398.38,2040.0,838.0,22,0,0.0,2022.0,4.0,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3257.45,103.29,1995.3,214.0,17,2,0.0,2023.0,2.0,14.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2291.42,156.3,1046.9,371.0,24,2,0.0,2023.0,4.0,9.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4826.11,206.73,1962.1,862.0,1,2,0.0,2021.0,12.0,16.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
780.52,16.4,703.1,646.0,17,1,0.0,2022.0,8.0,20.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3794.67,295.99,2023.3,821.0,17,0,1.0,2023.0,10.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9245.61,591.19,2390.3,254.0,5,0,1.0,2023.0,5.0,26.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8210.21,371.69,1202.2,596.0,21,0,0.0,2023.0,3.0,13.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3478.27,217.85,1667.4,610.0,10,2,1.0,2021.0,4.0,20.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7945.14,226.21,2401.5,60.0,9,2,1.0,2021.0,10.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5567.15,69.44,1370.1,778.0,12,0,1.0,2024.0,1.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4953.45,363.8,1171.7,232.0,12,0,1.0,2024.0,1.0,5.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
607.12,18.85,808.1,240.0,10,1,0.0,2022.0,2.0,26.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8092.87,321.94,2452.9,273.0,1,0,0.0,2022.0,10.0,31.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2613.28,109.65,1829.5,465.0,10,2,1.0,2024.0,5.0,9.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4741.52,127.31,814.5,356.0,6,2,0.0,2024.0,4.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7703.27,515.6,1817.7,681.0,4,0,0.0,2021.0,11.0,15.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5194.46,146.83,861.6,453.0,2,2,1.0,2024.0,9.0,18.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5653.17,246.98,878.7,361.0,4,2,0.0,2022.0,6.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1210.02,43.29,1017.1,403.0,6,1,0.0,2023.0,2.0,8.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6237.76,78.77,2124.7,868.0,12,0,1.0,2022.0,10.0,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2920.05,26.68,2380.0,665.0,16,1,0.0,2024.0,9.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4508.13,18.25,1683.6,588.0,20,1,0.0,2024.0,4.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
9445.88,637.33,1220.5,293.0,21,0,1.0,2023.0,1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1700.67,128.3,2391.9,830.0,4,2,0.0,2021.0,3.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2464.45,140.44,2338.1,208.0,4,2,0.0,2024.0,6.0,25.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2808.17,159.76,1571.3,712.0,3,2,0.0,2022.0,5.0,12.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3470.47,243.56,824.0,179.0,3,2,0.0,2024.0,12.0,14.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2500.05,167.97,1899.4,394.0,23,2,0.0,2022.0,8.0,25.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9441.22,513.14,2019.9,108.0,4,0,0.0,2024.0,3.0,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8907.57,342.85,1823.6,424.0,17,0,0.0,2023.0,12.0,19.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5760.31,319.25,2247.5,865.0,24,0,0.0,2021.0,12.0,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2695.65,18.24,1957.7,660.0,13,1,0.0,2021.0,1.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4919.3,174.93,2193.8,619.0,7,2,0.0,2023.0,6.0,19.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
135.18,1.99,1327.3,72.0,18,0,1.0,2021.0,3.0,9.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2234.6,60.71,2038.8,192.0,18,0,1.0,2023.0,11.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5876.11,177.38,1321.8,570.0,0,2,0.0,2023.0,1.0,11.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2878.74,225.3,1902.6,266.0,25,2,0.0,2021.0,7.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2913.85,89.37,1728.8,140.0,6,1,1.0,2023.0,11.0,22.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
887.11,42.93,2400.1,699.0,16,1,0.0,2024.0,3.0,13.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2628.49,6.92,1936.2,462.0,22,0,1.0,2023.0,2.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1761.79,25.33,2434.8,761.0,4,1,0.0,2024.0,1.0,27.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4896.64,226.78,2397.7,116.0,9,2,1.0,2021.0,10.0,31.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4919.48,264.39,1214.7,791.0,23,2,0.0,2023.0,3.0,25.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2386.45,18.95,776.8,85.0,7,1,1.0,2021.0,2.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5833.21,400.6,724.7,297.0,16,0,1.0,2024.0,11.0,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6015.65,382.89,1465.7,546.0,17,0,1.0,2022.0,11.0,21.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1007.87,76.44,1115.9,250.0,4,1,1.0,2021.0,8.0,19.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4186.4,258.49,2272.1,568.0,12,2,0.0,2021.0,4.0,25.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2040.35,39.64,2102.4,837.0,6,1,1.0,2021.0,11.0,30.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3357.47,182.96,1026.4,491.0,8,2,1.0,2022.0,7.0,8.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9654.53,305.65,2289.2,156.0,8,0,1.0,2022.0,8.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5882.41,254.11,1135.4,169.0,3,2,1.0,2024.0,4.0,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7579.56,40.63,1655.1,811.0,4,1,0.0,2024.0,7.0,17.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9275.27,493.51,2119.7,295.0,7,0,0.0,2022.0,12.0,29.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9305.36,199.83,762.0,171.0,5,2,1.0,2023.0,8.0,8.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
9288.54,195.85,1289.4,595.0,19,2,0.0,2021.0,4.0,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1074.75,75.84,2320.7,882.0,0,1,1.0,2023.0,6.0,20.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3301.66,86.87,2466.5,223.0,20,0,1.0,2022.0,5.0,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3949.56,191.56,2072.2,204.0,9,2,1.0,2024.0,9.0,13.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2280.46,27.87,2182.9,343.0,13,1,0.0,2022.0,10.0,30.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2220.89,6.32,1235.9,635.0,4,1,0.0,2022.0,5.0,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1484.84,21.77,2477.4,107.0,22,0,1.0,2023.0,8.0,10.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
9092.49,77.46,719.6,683.0,22,1,0.0,2024.0,10.0,18.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6686.57,442.95,1219.8,177.0,10,0,1.0,2022.0,10.0,21.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9298.9,345.14,1462.1,765.0,10,0,1.0,2022.0,4.0,23.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3873.3,168.86,847.3,155.0,5,2,0.0,2024.0,5.0,29.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8165.83,374.42,1921.5,845.0,16,0,1.0,2021.0,12.0,7.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4805.31,369.39,2158.7,321.0,7,0,1.0,2023.0,7.0,25.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2538.49,160.38,1531.6,180.0,11,2,0.0,2022.0,9.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9297.36,616.48,1178.6,288.0,24,0,1.0,2021.0,12.0,24.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9792.69,150.29,1217.3,128.0,1,2,0.0,2024.0,6.0,27.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9712.56,115.44,1716.4,122.0,5,2,1.0,2023.0,9.0,3.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2934.88,39.35,835.4,239.0,18,1,0.0,2024.0,8.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
390.95,28.33,971.6,346.0,10,1,0.0,2023.0,1.0,8.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2261.41,9.71,2304.4,634.0,0,1,0.0,2021.0,7.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4433.17,213.26,962.2,231.0,22,0,1.0,2024.0,3.0,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2896.53,131.78,1392.8,231.0,24,2,0.0,2024.0,5.0,8.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7884.38,281.89,2288.3,585.0,22,0,1.0,2023.0,11.0,28.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2004.43,58.67,2097.3,438.0,12,1,0.0,2021.0,4.0,23.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1212.21,70.61,2338.6,105.0,1,1,1.0,2021.0,8.0,20.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4068.63,302.84,2039.5,473.0,6,0,1.0,2021.0,7.0,23.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1496.75,25.06,1906.7,309.0,1,1,0.0,2022.0,10.0,29.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2278.66,141.09,2441.8,222.0,9,2,0.0,2022.0,9.0,28.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2354.49,9.95,861.1,738.0,11,0,1.0,2022.0,8.0,27.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
423.44,29.27,2221.3,676.0,10,1,1.0,2024.0,11.0,24.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5611.91,332.54,989.3,285.0,11,0,0.0,2023.0,12.0,19.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3062.22,40.22,1626.2,664.0,13,1,0.0,2021.0,4.0,13.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
983.43,21.42,1551.2,729.0,24,1,0.0,2024.0,12.0,23.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5015.32,243.25,854.3,90.0,18,0,1.0,2022.0,7.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8411.78,165.93,2166.8,395.0,2,2,1.0,2022.0,3.0,21.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8673.51,509.03,1232.2,234.0,21,0,0.0,2024.0,5.0,17.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
291.41,15.02,1242.7,384.0,22,0,1.0,2022.0,12.0,27.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7815.08,2.45,1704.5,640.0,21,1,0.0,2021.0,6.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6369.51,419.8,1705.6,99.0,5,0,0.0,2024.0,8.0,14.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4010.83,249.09,2120.4,216.0,21,2,0.0,2024.0,7.0,9.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8041.33,223.52,1698.3,587.0,21,2,0.0,2023.0,12.0,28.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8135.89,243.7,1277.1,705.0,8,2,1.0,2022.0,6.0,18.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3285.27,74.14,1863.2,69.0,18,0,1.0,2022.0,7.0,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
263.71,3.9,1161.2,163.0,9,1,1.0,2023.0,8.0,10.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9983.69,649.13,2126.1,236.0,12,0,1.0,2024.0,11.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9400.59,566.72,2041.4,104.0,1,0,1.0,2021.0,9.0,10.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5412.71,354.4,2358.4,351.0,0,0,0.0,2022.0,7.0,31.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
489.93,8.9,803.9,190.0,23,0,1.0,2021.0,12.0,18.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4407.98,281.02,1475.5,879.0,15,2,0.0,2023.0,1.0,31.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2002.78,103.12,1786.3,539.0,24,0,1.0,2022.0,2.0,28.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5660.29,311.63,861.2,630.0,12,0,0.0,2022.0,3.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7984.07,515.87,1621.2,189.0,14,0,0.0,2021.0,9.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2710.97,124.07,1061.1,841.0,1,2,1.0,2024.0,1.0,31.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7912.09,452.01,2163.0,839.0,0,0,1.0,2024.0,10.0,27.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5733.6,40.12,1429.4,486.0,14,0,1.0,2021.0,11.0,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9901.12,274.16,2101.7,545.0,25,2,0.0,2022.0,11.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6127.69,280.83,2273.9,742.0,3,2,1.0,2021.0,10.0,21.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3779.64,226.61,2328.3,788.0,4,2,0.0,2022.0,12.0,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8496.01,418.88,2197.8,467.0,0,0,1.0,2024.0,12.0,7.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8862.57,361.14,1946.2,519.0,19,0,1.0,2022.0,4.0,20.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9329.45,250.22,2425.0,211.0,24,2,0.0,2022.0,9.0,6.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4127.56,76.3,1487.0,390.0,14,0,1.0,2021.0,4.0,8.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6320.64,110.28,1218.5,209.0,21,2,0.0,2022.0,8.0,26.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1978.01,118.13,1630.6,484.0,1,2,1.0,2023.0,1.0,20.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1099.93,82.2,1130.5,209.0,18,0,1.0,2022.0,3.0,20.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1415.4,74.04,1479.8,574.0,24,1,0.0,2024.0,11.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
