Record_ID,Observation_Date,Region,District,Forest_Type,Forest_Area_ha,Tree_Cover_Loss_ha,Annual_Rainfall_mm,Population_Density,Fire_Incidents,Illegal_Logging,Deforestation_Risk
REC01089,2024-01-24,Central,Wakiso,Dry Forest,5489.85,101.09,881.8,173,6,No,Medium
REC01090,2024-12-18,Western,Kabale,Tropical Rainforest,7866.08,350.71,1807.2,459,2,Yes,High
REC01091,2022-07-09,Western,Kabale,Mangrove,6033.4,11.67,721.6,603,14,No,Low
REC01092,2021-02-07,Northern,Gulu,Dry Forest,3940.98,7.8,1949.3,875,10,No,Low
REC01093,2021-06-12,Central,Mukono,Tropical Rainforest,7950.81,431.61,1563.3,344,25,No,High
REC01094,2022-12-01,Western,Mbarara,Tropical Rainforest,8591.65,685.68,852.3,838,11,No,High
REC01095,2022-09-12,Central,Wakiso,Woodland,1947.51,98.68,2185.0,155,8,No,Low
REC01096,2021-01-01,Central,Wakiso,Mangrove,7108.97,364.35,1292.4,718,21,Yes,High
REC01097,2021-04-25,Eastern,Mbale,Woodland,2287.12,113.22,1829.0,343,1,No,Medium
REC01098,2021-07-05,Central,Wakiso,Plantation,7229.74,100.55,2319.7,344,5,No,Medium
REC01099,2022-05-17,Western,Mbarara,Dry Forest,546.04,24.65,827.2,363,14,Yes,High
REC01100,2021-07-30,Northern,Gulu,Woodland,6954.67,517.48,1467.5,500,8,No,High
REC01101,2024-07-25,Western,Kabale,Dry Forest,5402.85,173.52,1902.2,342,9,No,Medium
REC01102,2021-08-12,Central,Mukono,Tropical Rainforest,1464.42,83.07,2216.9,605,3,Yes,Low
REC01103,2024-11-25,Western,Kabale,Tropical Rainforest,897.94,15.6,2401.6,475,21,Yes,High
REC01104,2022-06-20,Northern,Gulu,Woodland,5611.84,276.33,707.9,186,0,Yes,Medium
REC01105,2021-01-26,Eastern,Mbale,Tropical Rainforest,1777.13,135.86,743.4,116,15,No,Medium
REC01106,2023-05-09,Central,Mukono,Tropical Rainforest,3059.15,178.46,1399.9,156,14,Yes,High
REC01107,2024-05-23,Eastern,Mbale,Mangrove,5119.3,265.33,1663.3,897,18,Yes,High
REC01108,2021-04-03,Western,Kabale,Tropical Rainforest,2415.92,136.83,853.7,162,18,No,Medium
REC01109,2023-02-03,Central,Wakiso,Mangrove,6877.52,164.45,2291.0,98,0,Yes,Medium
REC01110,2022-12-23,Eastern,Mbale,Montane Forest,3936.36,17.52,1074.1,474,11,Yes,High
REC01111,2021-07-18,Central,Wakiso,Woodland,9544.81,246.72,1977.4,323,3,No,Medium
REC01112,2021-01-26,Western,Mbarara,Plantation,6354.7,146.54,931.8,733,5,Yes,Medium
REC01113,2023-04-13,Northern,Gulu,Plantation,2362.71,79.66,1506.3,53,25,No,Low
REC01114,2021-05-24,Central,Wakiso,Tropical Rainforest,407.52,0.5,2388.9,69,7,Yes,Low
REC01115,2024-11-06,Northern,Gulu,Mangrove,1600.68,64.89,702.0,475,23,No,Low
REC01116,2024-02-29,Western,Mbarara,Woodland,2484.37,55.59,2018.0,85,24,Yes,High
REC01117,2021-04-04,Eastern,Mbale,Montane Forest,2814.81,112.63,1275.2,273,7,No,Medium
REC01118,2022-03-03,Central,Wakiso,Tropical Rainforest,9378.43,569.34,2251.1,413,7,No,High
REC01119,2021-06-11,Central,Mukono,Dry Forest,394.48,23.15,1300.8,692,2,No,Low
REC01120,2023-03-01,Eastern,Mbale,Montane Forest,2423.24,16.7,2146.7,395,1,Yes,Low
REC01121,2021-11-29,Central,Wakiso,Tropical Rainforest,617.31,43.67,2025.8,899,5,No,Low
REC01122,2022-09-17,Central,Wakiso,Mangrove,8658.99,375.84,2153.3,140,0,No,High
REC01123,2022-04-12,Western,Kabale,Dry Forest,9640.3,435.1,1168.1,686,12,No,High
REC01124,2023-05-06,Eastern,Mbale,Dry Forest,3914.13,6.42,1139.0,605,12,No,Low
REC01125,2021-12-16,Central,Mukono,Mangrove,7422.22,443.31,1640.1,827,20,No,High
REC01126,2022-09-27,Central,Mukono,Dry Forest,3609.03,85.75,1309.4,341,6,No,Low
REC01127,2024-01-16,Eastern,Mbale,Woodland,9689.52,307.18,2098.7,693,20,Yes,High
REC01128,2024-06-26,Western,Mbarara,Mangrove,6873.23,255.49,2004.0,709,19,Yes,High
REC01129,2022-07-01,Central,Mukono,Tropical Rainforest,2413.52,123.11,1687.9,719,25,Yes,High
REC01130,2023-10-16,Western,Kabale,Woodland,1575.37,35.8,1792.9,574,16,Yes,High
REC01131,2024-11-29,Eastern,Mbale,Plantation,9212.4,470.08,936.5,266,22,Yes,High
REC01132,2022-02-12,Eastern,Mbale,Plantation,4841.97,298.07,2022.5,413,0,No,Medium
REC01133,2022-05-10,Central,Mukono,Dry Forest,668.69,0.37,2021.2,465,1,Yes,Low
REC01134,2023-09-01,Western,Mbarara,Mangrove,2661.93,200.64,1898.8,276,9,Yes,Medium
REC01135,2022-05-10,Central,Mukono,Mangrove,2686.37,32.7,1017.3,363,0,Yes,Low
REC01136,2024-05-21,Northern,Gulu,Dry Forest,4835.28,120.06,1701.3,90,14,Yes,High
REC01137,2021-08-01,Central,Mukono,Tropical Rainforest,7520.92,68.72,935.1,737,13,Yes,High
REC01138,2022-08-25,Central,Mukono,Montane Forest,7736.02,479.83,1593.8,691,10,Yes,High
REC01139,2024-10-19,Central,Mukono,Tropical Rainforest,654.8,47.13,1259.5,230,25,No,Low
REC01140,2023-03-08,Northern,Gulu,Mangrove,897.63,11.62,1533.2,376,18,Yes,High
REC01141,2022-10-20,Central,Mukono,Dry Forest,255.23,16.89,1249.3,313,0,No,Low
REC01142,2022-08-07,Eastern,Mbale,Plantation,6823.79,128.42,1734.2,674,4,No,Medium
REC01143,2024-05-21,Northern,Gulu,Dry Forest,9650.9,384.24,1030.6,257,1,No,High
REC01144,2021-10-06,Central,Mukono,Plantation,8295.94,601.48,2119.1,49,22,Yes,High
REC01145,2023-06-16,Eastern,Mbale,Tropical Rainforest,7161.1,88.33,1004.2,524,18,Yes,High
REC01146,2023-09-11,Central,Wakiso,Mangrove,5951.39,326.42,2170.3,662,21,No,High
REC01147,2023-05-27,Northern,Gulu,Dry Forest,3659.64,194.26,2396.3,268,23,Yes,High
REC01148,2021-02-10,Central,Wakiso,Dry Forest,9439.1,226.84,1967.5,247,25,Yes,High
REC01149,2022-04-22,Western,Mbarara,Tropical Rainforest,7219.78,310.83,748.1,453,4,Yes,High
REC01150,2021-01-06,Central,Mukono,Mangrove,9009.08,376.9,1249.2,758,15,Yes,High
REC01151,2021-12-10,Central,Mukono,Woodland,3463.34,240.23,836.3,256,0,Yes,Medium
REC01152,2024-03-20,Central,Wakiso,Tropical Rainforest,7123.61,379.85,2036.0,406,2,Yes,High
REC01153,2022-10-04,Eastern,Mbale,Woodland,8903.97,363.27,1114.7,551,8,Yes,High
REC01154,2021-04-03,Northern,Gulu,Mangrove,2935.63,224.83,1882.8,392,20,No,Medium
REC01155,2024-05-12,Central,Mukono,Montane Forest,7353.34,97.96,1687.8,155,0,Yes,Low
REC01156,2021-11-05,Western,Mbarara,Mangrove,1593.67,122.61,2089.9,328,21,Yes,High
REC01157,2024-07-01,Central,Wakiso,Mangrove,6531.57,283.19,1598.2,413,25,No,Medium
REC01158,2023-09-10,Central,Mukono,Tropical Rainforest,2352.79,64.14,1533.0,171,9,Yes,Low
REC01159,2021-07-06,Central,Wakiso,Mangrove,3721.51,257.27,2266.4,444,7,No,Medium
REC01160,2023-02-05,Central,Wakiso,Dry Forest,5619.14,36.43,1002.8,120,5,Yes,Low
REC01161,2024-09-03,Central,Mukono,Dry Forest,7734.97,566.07,825.9,678,17,Yes,High
REC01162,2021-01-24,Central,Wakiso,Plantation,6101.18,12.72,1598.2,399,6,No,Low
REC01163,2023-08-25,Northern,Gulu,Dry Forest,6800.9,298.72,1384.5,92,15,No,Medium
REC01164,2022-12-16,Western,Kabale,Dry Forest,1617.53,29.26,1071.1,267,1,No,Low
REC01165,2022-10-31,Western,Kabale,Mangrove,4615.28,331.96,2250.8,425,5,No,High
REC01166,2022-12-24,Eastern,Mbale,Tropical Rainforest,5689.99,240.36,990.0,180,23,No,Medium
REC01167,2022-10-06,Western,Kabale,Dry Forest,198.37,6.31,1240.3,801,0,No,Low
REC01168,2021-06-21,Central,Mukono,Plantation,6391.2,218.92,1555.0,480,15,Yes,High
REC01169,2024-11-12,Western,Mbarara,Dry Forest,2121.3,72.5,1425.3,525,18,Yes,High
REC01170,2024-11-01,Eastern,Mbale,Dry Forest,4431.78,264.47,1623.2,233,0,No,Medium
REC01171,2022-09-29,Northern,Gulu,Woodland,4515.85,122.4,995.4,40,5,Yes,Medium
REC01172,2023-04-05,Western,Kabale,Montane Forest,4736.92,355.43,1242.7,497,11,No,High
REC01173,2023-08-30,Western,Mbarara,Plantation,6874.72,521.07,1776.8,506,10,Yes,High
REC01174,2024-03-10,Central,Wakiso,Woodland,5094.2,278.56,1843.9,675,20,Yes,High
REC01175,2024-10-30,Western,Kabale,Dry Forest,9213.36,654.52,765.7,671,5,No,High
REC01176,2023-03-26,Northern,Gulu,Tropical Rainforest,4922.73,115.71,1721.1,778,16,No,Medium
REC01177,2023-10-10,Western,Kabale,Dry Forest,4044.05,273.84,955.1,306,2,Yes,Medium
REC01178,2022-05-11,Central,Wakiso,Montane Forest,4022.46,222.89,1632.0,486,19,No,Medium
REC01179,2022-04-12,Central,Wakiso,Mangrove,3965.14,35.31,1624.8,684,14,No,Low
REC01180,2022-06-05,Eastern,Mbale,Mangrove,3834.23,281.38,1984.3,263,14,No,Medium
REC01181,2023-11-25,Central,Mukono,Plantation,6499.8,393.09,1814.7,481,5,Yes,High
REC01182,2022-12-11,Central,Wakiso,Tropical Rainforest,1130.95,33.44,1474.2,475,10,Yes,Low
REC01183,2024-02-29,Western,Kabale,Woodland,2803.5,160.1,2070.7,737,20,No,Medium
REC01184,2024-06-21,Western,Kabale,Montane Forest,4840.65,101.33,1683.8,302,1,Yes,Medium
REC01185,2024-12-18,Central,Wakiso,Woodland,8270.73,141.08,1638.1,172,5,Yes,Medium
REC01186,2023-07-25,Central,Mukono,Montane Forest,8521.5,209.78,814.0,297,6,Yes,Medium
REC01187,2023-01-08,Eastern,Mbale,Woodland,5720.93,236.9,1597.8,435,2,No,Medium
REC01188,2022-11-14,Eastern,Mbale,Woodland,6651.51,151.99,1993.1,707,14,No,Medium
REC01189,2023-07-03,Western,Mbarara,Montane Forest,7064.01,69.79,1028.8,348,3,Yes,Low
REC01190,2023-06-09,Central,Mukono,Tropical Rainforest,6184.06,452.77,2195.7,305,24,No,High
REC01191,2023-12-01,Western,Kabale,Montane Forest,845.91,58.73,2360.4,669,5,Yes,Low
REC01192,2021-07-20,Northern,Gulu,Dry Forest,6276.73,448.87,1864.6,84,2,Yes,High
REC01193,2022-12-26,Eastern,Mbale,Woodland,279.61,8.51,901.9,895,23,No,Low
REC01194,2024-02-12,Central,Mukono,Mangrove,1529.83,102.1,752.2,77,0,Yes,Medium
REC01195,2021-01-10,Central,Mukono,Woodland,7945.9,116.65,2357.8,70,16,No,Medium
REC01196,2023-10-30,Central,Wakiso,Montane Forest,519.29,1.75,2455.9,476,1,No,Low
REC01197,2022-11-23,Western,Mbarara,Dry Forest,7838.99,72.12,1319.3,231,10,No,Low
REC01198,2022-01-02,Western,Mbarara,Dry Forest,7811.11,488.41,1874.1,47,15,No,High
REC01199,2021-12-20,Western,Kabale,Woodland,3340.46,246.3,1401.2,569,25,No,Medium
REC01200,2021-08-16,Eastern,Mbale,Dry Forest,169.86,8.06,2470.3,717,16,Yes,High
REC01201,2024-03-27,Central,Mukono,Montane Forest,2870.28,192.91,1297.8,787,10,No,Medium
REC01202,2023-05-18,Eastern,Mbale,Mangrove,9212.07,527.45,1827.2,717,1,Yes,High
REC01203,2022-07-13,Northern,Gulu,Dry Forest,3100.37,203.67,1066.7,122,10,Yes,Medium
REC01204,2023-02-14,Central,Wakiso,Woodland,8582.1,398.17,1760.5,420,0,No,High
REC01205,2022-11-05,Central,Wakiso,Woodland,5627.46,395.65,832.4,185,3,Yes,High
REC01206,2021-06-04,Central,Wakiso,Plantation,9156.07,579.8,2395.5,687,11,No,High
REC01207,2024-05-02,Central,Wakiso,Dry Forest,4677.24,350.53,1447.5,409,10,Yes,High
REC01208,2022-09-27,Eastern,Mbale,Dry Forest,9473.96,586.11,1005.7,115,14,Yes,High
REC01209,2023-11-12,Western,Mbarara,Woodland,4254.99,15.38,1636.5,360,3,No,Low
REC01210,2023-10-02,Eastern,Mbale,Tropical Rainforest,2575.84,108.76,1769.3,763,25,No,Medium
REC01211,2024-06-08,Western,Mbarara,Tropical Rainforest,3964.99,18.05,2197.8,438,13,Yes,High
REC01212,2024-10-19,Western,Kabale,Tropical Rainforest,941.42,62.1,748.0,857,13,No,Low
REC01213,2021-09-17,Central,Wakiso,Mangrove,7923.31,470.13,824.1,86,7,Yes,High
REC01214,2023-02-03,Western,Mbarara,Montane Forest,9114.19,563.34,1401.1,722,25,No,High
REC01215,2023-11-22,Western,Kabale,Montane Forest,6769.59,437.46,1440.2,330,2,No,High
REC01216,2021-06-06,Eastern,Mbale,Montane Forest,7970.51,259.73,1029.4,295,1,No,Medium
REC01217,2024-02-04,Central,Wakiso,Plantation,6836.42,15.44,2210.3,892,21,No,Low
REC01218,2022-07-27,Central,Mukono,Montane Forest,3573.43,45.26,962.3,662,7,No,Low
REC01219,2021-08-09,Western,Kabale,Woodland,5314.79,278.2,1926.7,489,20,Yes,High
REC01220,2022-07-07,Western,Kabale,Dry Forest,5680.9,79.02,1915.1,80,21,No,Low
REC01221,2024-09-20,Eastern,Mbale,Plantation,4942.05,70.52,1608.2,829,14,No,Low
REC01222,2024-09-11,Northern,Gulu,Tropical Rainforest,1743.09,109.02,2321.9,402,24,No,Medium
REC01223,2024-07-01,Northern,Gulu,Plantation,8990.52,280.75,1889.2,294,8,No,Medium
REC01224,2021-05-07,Western,Kabale,Tropical Rainforest,5983.59,31.56,1264.6,356,13,No,Low
REC01225,2022-03-30,Central,Wakiso,Mangrove,7436.27,527.94,945.8,570,22,No,High
REC01226,2023-05-26,Central,Wakiso,Montane Forest,2691.13,107.12,1468.6,456,9,No,Medium
REC01227,2023-10-16,Central,Wakiso,Montane Forest,9734.21,631.51,1408.3,585,3,No,High
REC01228,2022-02-24,Northern,Gulu,Montane Forest,4446.71,54.92,869.6,271,20,No,Low
REC01229,2024-12-15,Central,Wakiso,Woodland,8331.28,188.33,1280.2,30,23,No,Medium
REC01230,2024-01-26,Northern,Gulu,Dry Forest,7018.18,509.34,2401.3,633,11,No,High
REC01231,2023-05-26,Central,Wakiso,Dry Forest,3529.31,20.89,1768.7,333,5,No,Low
REC01232,2022-07-29,Western,Mbarara,Montane Forest,1673.14,44.35,1687.0,444,15,No,Low
REC01233,2023-07-18,Central,Mukono,Woodland,2395.59,45.07,1378.6,525,9,No,Low
REC01234,2022-09-28,Northern,Gulu,Woodland,2630.41,72.48,741.2,292,2,Yes,Low
REC01235,2022-06-24,Western,Kabale,Mangrove,9536.67,612.33,1196.1,831,14,No,High
REC01236,2024-10-06,Central,Wakiso,Dry Forest,2199.74,29.25,1822.4,487,5,No,Low
REC01237,2022-08-26,Northern,Gulu,Tropical Rainforest,1058.46,77.61,1948.1,686,5,Yes,Low
REC01238,2024-05-07,Northern,Gulu,Dry Forest,3453.74,161.93,2360.1,631,7,No,Medium
REC01239,2024-08-31,Central,Mukono,Montane Forest,8389.81,0.28,1982.0,761,4,Yes,Low
REC01240,2022-09-29,Western,Mbarara,Mangrove,8566.0,393.84,1867.1,595,4,No,High
REC01241,2021-06-13,Eastern,Mbale,Plantation,4988.32,195.4,2081.1,186,16,Yes,High
REC01242,2023-08-06,Central,Wakiso,Montane Forest,8482.52,321.71,2492.8,84,19,Yes,High
REC01243,2021-01-09,Western,Mbarara,Mangrove,5269.39,213.51,1970.8,577,8,Yes,Medium
REC01244,2024-01-21,Central,Mukono,Dry Forest,3452.11,88.29,2249.0,376,9,Yes,Low
REC01245,2023-09-27,Western,Kabale,Dry Forest,1188.83,61.11,1328.8,450,19,No,Low
REC01246,2021-07-18,Central,Mukono,Woodland,2032.25,140.14,1027.7,569,23,Yes,High
REC01247,2023-08-24,Northern,Gulu,Tropical Rainforest,1407.28,87.06,870.6,657,11,Yes,High
REC01248,2024-02-29,Central,Wakiso,Woodland,4349.56,293.6,2206.7,611,23,Yes,High
REC01249,2024-06-07,Western,Kabale,Montane Forest,419.3,26.81,1473.4,661,5,No,Low
REC01250,2022-04-06,Northern,Gulu,Woodland,3169.26,190.85,1175.2,233,5,No,Medium
REC01251,2021-10-30,Eastern,Mbale,Dry Forest,936.37,1.59,1807.6,705,25,Yes,High
REC01252,2021-04-28,Western,Mbarara,Montane Forest,7894.62,365.5,2112.5,598,3,No,High
REC01253,2024-10-12,Central,Mukono,Dry Forest,9359.98,50.5,1508.2,323,22,Yes,High
REC01254,2022-04-20,Eastern,Mbale,Woodland,9316.78,611.24,1774.7,73,3,Yes,High
REC01255,2023-04-15,Central,Mukono,Dry Forest,9318.78,260.78,784.8,136,1,Yes,Medium
REC01256,2024-12-31,Central,Mukono,Woodland,8018.24,87.21,2080.8,322,21,No,Low
REC01257,2021-10-20,Central,Wakiso,Plantation,1915.06,16.72,923.4,877,11,Yes,High
REC01258,2024-02-02,Central,Wakiso,Dry Forest,9050.31,195.4,2483.4,307,13,Yes,High
REC01259,2023-08-31,Western,Kabale,Plantation,6218.06,68.08,1793.1,717,13,No,Low
REC01260,2021-04-26,Eastern,Mbale,Dry Forest,9086.74,584.73,2273.4,812,19,No,High
REC01261,2022-09-08,Western,Kabale,Plantation,2536.6,124.49,700.1,177,19,No,Medium
REC01262,2024-04-29,Central,Wakiso,Woodland,2431.12,49.93,2019.6,742,0,Yes,Low
REC01263,2022-07-22,Western,Kabale,Dry Forest,647.89,49.64,2341.3,93,25,No,Low
REC01264,2021-02-08,Western,Kabale,Woodland,7033.64,372.84,1831.8,460,6,Yes,High
REC01265,2024-05-06,Central,Wakiso,Plantation,4509.97,352.54,2272.2,277,17,No,High
REC01266,2022-06-15,Eastern,Mbale,Plantation,9534.3,393.73,1076.4,282,15,No,High
REC01267,2023-08-15,Central,Wakiso,Mangrove,378.41,18.75,1991.8,845,16,No,Low
REC01268,2022-08-08,Western,Mbarara,Plantation,2701.32,201.94,2195.6,897,21,No,Medium
REC01269,2023-01-12,Western,Kabale,Montane Forest,5120.82,143.51,2423.6,333,20,Yes,High
REC01270,2021-08-01,Western,Mbarara,Tropical Rainforest,6004.04,12.28,1239.6,519,10,No,Low
REC01271,2022-10-08,Western,Kabale,Plantation,5523.01,280.31,2348.5,688,4,No,Medium
REC01272,2024-09-09,Central,Mukono,Dry Forest,6242.67,270.87,1668.1,557,20,No,Medium
REC01273,2022-08-21,Western,Mbarara,Montane Forest,4662.43,270.86,2330.4,414,15,Yes,High
REC01274,2021-07-16,Central,Mukono,Plantation,5483.04,263.47,1317.4,330,8,Yes,Medium
REC01275,2021-02-22,Eastern,Mbale,Montane Forest,4415.72,117.34,1750.7,484,17,Yes,High
REC01276,2022-06-05,Western,Mbarara,Plantation,1819.71,112.75,2349.7,417,6,No,Medium
REC01277,2023-10-08,Northern,Gulu,Mangrove,5172.79,184.45,928.3,666,5,Yes,Medium
REC01278,2022-06-28,Western,Kabale,Tropical Rainforest,3957.26,120.77,2452.6,524,8,Yes,Medium
REC01279,2022-11-11,Western,Kabale,Plantation,6138.21,56.59,1626.9,748,0,No,Low
REC01280,2024-05-22,Western,Mbarara,Montane Forest,4887.66,136.69,1553.0,803,5,No,Medium
REC01281,2022-09-13,Eastern,Mbale,Montane Forest,8004.63,353.94,1756.5,217,20,No,High
REC01282,2024-03-18,Northern,Gulu,Montane Forest,5536.12,128.9,1936.9,126,6,Yes,Medium
REC01283,2021-09-01,Eastern,Mbale,Woodland,2235.09,45.81,1824.2,267,25,No,Low
REC01284,2021-06-12,Central,Wakiso,Dry Forest,1136.69,25.79,1752.1,64,6,Yes,Low
REC01285,2022-02-17,Western,Kabale,Plantation,5137.75,237.84,1191.2,855,19,No,Medium
REC01286,2022-02-02,Western,Mbarara,Woodland,7367.57,237.76,2059.4,344,7,No,Medium
REC01287,2024-08-29,Eastern,Mbale,Tropical Rainforest,9508.39,639.16,1998.3,697,3,Yes,High
REC01288,2021-03-12,Western,Mbarara,Tropical Rainforest,509.62,16.91,700.4,32,13,No,Low
REC01289,2021-03-15,Central,Mukono,Tropical Rainforest,5309.25,280.4,1518.5,821,3,Yes,Medium
REC01290,2023-02-03,Central,Mukono,Tropical Rainforest,7131.79,383.4,1487.9,848,8,Yes,High
REC01291,2023-03-16,Eastern,Mbale,Tropical Rainforest,2852.66,149.89,1673.2,599,11,Yes,High
REC01292,2023-01-28,Northern,Gulu,Dry Forest,5777.91,137.9,1784.2,687,10,No,Medium
REC01293,2023-06-15,Central,Wakiso,Tropical Rainforest,9109.96,297.81,1836.0,691,11,Yes,High
REC01294,2023-11-04,Central,Wakiso,Montane Forest,6541.23,112.29,1442.3,128,0,Yes,Medium
REC01295,2021-01-14,Western,Mbarara,Montane Forest,1484.93,37.16,1169.3,846,19,No,Low
REC01296,2024-03-12,Northern,Gulu,Plantation,3261.27,34.29,1636.6,207,8,Yes,Low
REC01297,2021-12-29,Western,Kabale,Mangrove,4718.45,265.83,1342.5,241,9,Yes,Medium
REC01298,2021-09-15,Western,Kabale,Plantation,8407.19,134.05,2324.3,247,21,Yes,High
REC01299,2021-12-15,Northern,Gulu,Woodland,9915.6,491.15,1859.5,833,16,No,High
REC01300,2021-09-25,Western,Kabale,Woodland,5004.11,299.76,894.0,787,5,Yes,Medium
REC01301,2023-05-31,Central,Wakiso,Woodland,9685.54,160.76,935.4,846,7,No,Medium
REC01302,2022-10-29,Western,Mbarara,Tropical Rainforest,3241.96,102.08,1517.8,379,2,Yes,Medium
REC01303,2023-09-28,Central,Wakiso,Montane Forest,6893.55,50.78,992.2,553,21,No,Low
REC01304,2021-03-01,Central,Mukono,Plantation,420.52,27.7,1504.1,227,0,Yes,Low
REC01305,2022-09-22,Western,Mbarara,Montane Forest,5152.23,362.1,1482.2,263,25,No,High
REC01306,2022-09-28,Eastern,Mbale,Mangrove,4408.31,118.63,2150.2,198,24,No,Medium
REC01307,2024-03-19,Eastern,Mbale,Plantation,4722.99,354.37,2356.1,258,17,Yes,High
REC01308,2022-10-16,Western,Mbarara,Mangrove,4065.72,12.54,890.5,426,16,No,Low
REC01309,2023-11-05,Central,Mukono,Tropical Rainforest,2211.79,57.92,1272.4,478,21,No,Low
REC01310,2022-10-25,Central,Mukono,Woodland,6187.85,288.26,773.6,802,19,No,Medium
REC01311,2021-05-17,Western,Kabale,Mangrove,5560.73,117.92,936.8,789,24,No,Medium
REC01312,2024-05-27,Northern,Gulu,Tropical Rainforest,705.37,38.07,1171.2,376,20,Yes,High
REC01313,2022-02-04,Central,Wakiso,Montane Forest,5890.19,352.87,2295.3,81,16,No,High
REC01314,2022-08-11,Central,Mukono,Dry Forest,4551.32,226.08,1608.7,223,18,Yes,High
REC01315,2022-06-25,Northern,Gulu,Tropical Rainforest,7924.41,139.57,705.6,81,4,Yes,Medium
REC01316,2021-03-04,Northern,Gulu,Woodland,9563.71,644.6,842.0,171,6,Yes,High
REC01317,2024-09-02,Western,Mbarara,Plantation,8175.55,607.25,2082.4,618,25,No,High
REC01318,2022-05-04,Northern,Gulu,Plantation,1224.88,9.98,2242.8,805,8,Yes,Low
REC01319,2023-03-18,Northern,Gulu,Montane Forest,1807.39,11.19,771.9,107,22,Yes,High
REC01320,2024-02-21,Eastern,Mbale,Woodland,3721.01,241.75,2488.7,119,1,No,Medium
REC01321,2024-04-12,Central,Mukono,Tropical Rainforest,1395.23,30.68,1379.8,254,8,No,Low
REC01322,2022-06-25,Western,Mbarara,Tropical Rainforest,6078.93,355.14,2037.5,853,2,No,High
REC01323,2024-11-23,Eastern,Mbale,Mangrove,6856.51,206.84,1114.9,260,13,Yes,High
REC01324,2022-09-11,Eastern,Mbale,Woodland,3054.17,185.81,1182.9,748,4,No,Medium
REC01325,2023-10-02,Central,Mukono,Plantation,8256.67,424.45,2373.6,125,0,Yes,High
REC01326,2023-06-01,Eastern,Mbale,Dry Forest,6094.93,170.91,2352.7,58,9,No,Medium
REC01327,2021-08-12,Northern,Gulu,Dry Forest,2791.83,152.72,1833.7,252,8,No,Medium
REC01328,2022-11-28,Western,Kabale,Tropical Rainforest,3002.03,146.25,2269.6,85,4,No,Medium
REC01329,2022-11-06,Western,Kabale,Plantation,7268.79,554.6,1046.5,648,10,No,High
REC01330,2022-03-07,Western,Mbarara,Woodland,3190.35,67.44,915.5,603,12,Yes,High
REC01331,2023-06-02,Western,Mbarara,Montane Forest,4538.61,248.16,1559.1,824,9,Yes,Medium
REC01332,2024-10-20,Northern,Gulu,Montane Forest,6846.95,539.33,1828.3,779,10,Yes,High
REC01333,2023-04-07,Eastern,Mbale,Woodland,1277.53,12.48,863.7,565,12,No,Low
REC01334,2023-07-16,Central,Wakiso,Mangrove,4840.72,86.66,1005.1,61,24,No,Low
REC01335,2024-09-04,Central,Mukono,Dry Forest,1388.42,16.29,2312.3,541,24,No,Low
REC01336,2023-04-03,Western,Kabale,Plantation,6938.56,285.02,801.5,155,18,No,Medium
REC01337,2023-10-19,Central,Mukono,Dry Forest,4795.08,124.56,1563.6,657,15,Yes,High
REC01338,2024-06-05,Northern,Gulu,Dry Forest,6807.92,408.65,1219.4,470,15,Yes,High
REC01339,2023-01-05,Central,Mukono,Woodland,8714.76,415.01,705.2,423,7,No,High
REC01340,2024-09-13,Central,Wakiso,Woodland,6962.54,1.77,745.5,702,17,No,Low
REC01341,2024-02-09,Eastern,Mbale,Tropical Rainforest,4658.27,25.43,1556.8,815,22,Yes,High
REC01342,2023-12-01,Western,Mbarara,Plantation,613.25,20.64,1324.6,175,22,Yes,High
REC01343,2023-04-18,Western,Mbarara,Mangrove,1305.96,10.43,1570.6,420,8,Yes,Low
REC01344,2024-11-14,Eastern,Mbale,Mangrove,1149.77,10.42,1515.9,503,16,No,Low
REC01345,2023-04-04,Western,Kabale,Mangrove,7853.23,219.19,2378.4,798,9,Yes,Medium
REC01346,2024-04-01,Central,Mukono,Montane Forest,7824.49,307.45,982.7,390,4,No,High
REC01347,2024-09-01,Central,Mukono,Montane Forest,6356.23,84.42,2133.9,768,2,Yes,Low
REC01348,2021-05-25,Central,Wakiso,Woodland,6966.59,56.76,990.8,779,14,Yes,High
REC01349,2024-07-01,Western,Kabale,Plantation,5268.12,385.44,730.2,81,6,No,High
REC01350,2024-04-22,Eastern,Mbale,Woodland,6936.36,128.55,2197.2,177,10,No,Medium
REC01351,2022-01-22,Western,Kabale,Plantation,2451.18,131.73,2497.8,68,15,No,Medium
REC01352,2023-08-21,Northern,Gulu,Montane Forest,2084.2,147.81,1072.8,452,13,Yes,High
REC01353,2022-01-06,Northern,Gulu,Plantation,6210.71,146.28,2001.3,368,9,Yes,Medium
REC01354,2021-02-14,Northern,Gulu,Tropical Rainforest,6179.78,416.63,1597.1,748,0,No,High
REC01355,2023-02-15,Central,Mukono,Mangrove,2833.82,66.4,1987.7,338,24,Yes,High
REC01356,2024-08-16,Central,Wakiso,Woodland,2770.79,18.92,1632.4,75,8,Yes,Low
REC01357,2022-02-27,Northern,Gulu,Mangrove,7975.16,249.31,1683.4,339,25,No,Medium
REC01358,2021-03-02,Eastern,Mbale,Plantation,6282.41,115.85,2367.8,890,6,Yes,Medium
REC01359,2023-07-09,Eastern,Mbale,Montane Forest,6723.54,187.14,1605.8,320,15,Yes,High
REC01360,2023-11-04,Northern,Gulu,Plantation,7809.02,132.4,1545.0,64,20,Yes,High
